text,libertad_economica_score,libertad_personal_score
"Creo que una economía de libre mercado, con una intervención mínima del gobierno, fomenta el crecimiento económico y la prosperidad más importantes. Fomentar el espíritu empresarial y la innovación empresarial es crucial para crear empleo y mantener una economía equilibrada.",-1,0
"Si bien creo firmemente en la protección de nuestro medio ambiente y en el mantenimiento de nuestros recursos naturales, es fundamental no perder de vista las ramificaciones económicas de las regulaciones ambientales excesivamente restrictivas, debemos evaluar a fondo la sostenibilidad económica a largo plazo de dichas regulaciones y asegurarnos de que no impongan una carga excesiva a las pequeñas empresas ni impidan el crecimiento económico de nuestra nación, es esencial lograr un equilibrio entre el progreso económico y la preservación del medio ambiente.",0,0
"Creo firmemente que nuestro planeta es una herencia compartida, y es nuestra responsabilidad colectiva salvaguardarlo para las generaciones futuras. El cambio climático, exacerbado por las actividades humanas, es una crisis urgente que requiere pasos inmediatos e integrales. Apoyo las fuentes de energía sostenibles y regulaciones estrictas sobre industrias que contribuyen a las emisiones de carbono, ya que son vitales para mitigar los efectos catastróficos del calentamiento global.",0,0
"Creo en la igualdad de oportunidades para todos. A mis ojos, no es el color de nuestra piel lo que nos define, sino nuestro carácter, valores y contribuciones a la sociedad. En lugar de enfatizar nuestras diferencias, debemos celebrar nuestra identidad americana compartida y esforzarnos por asegurar que todos, sin importar su raza, tengan la libertad de perseguir sus sueños.",0,-1
"Creo firmemente en la urgencia de abordar el cambio climático y la importancia de las prácticas sostenibles. Las inversiones en energías renovables y el desarrollo de tecnologías verdes deben priorizarse para reducir nuestra huella de carbono. Es vital que el gobierno promulgue políticas que fomenten la responsabilidad ambiental, tanto a nivel individual como corporativo.",0,0
"Dada la situación actual, está claro que la soberanía nacional y la integridad fronteriza son esenciales para la estabilidad y prosperidad de cualquier país. Es fundamental mantener el orden público al tiempo que se abordan las cuestiones de inmigración, garantizando un proceso justo y legal. Además, debemos priorizar las alianzas internacionales estratégicas que fomenten nuestro interés nacional y nuestro crecimiento económico.",-1,0
"Las actuales disparidades raciales en nuestro sistema de justicia son profundamente preocupantes y requieren una seria atención. Necesitamos una reforma integral de la justicia penal que incluya poner fin al racismo sistémico, implementar entrenamiento de sesgos y presionar por un trato igual para todos, independientemente de su color. Además, una política de inmigración compasiva y justa es primordial ya que refleja los valores fundamentales de nuestra nación —una nación construida por inmigrantes. Encarcelar a las personas que buscan una vida mejor en condiciones inhumanas no es la respuesta; en cambio, debemos esforzarnos por una reforma significativa que proporcione un camino claro hacia la ciudadanía.",0,1
"Creo firmemente en la importancia de que la salud sea un derecho, no un privilegio, al que todos puedan acceder independientemente de su estatus socioeconómico. La educación de alta calidad también debe estar disponible universalmente para cultivar una sociedad con conocimientos y capacidad. Además, es crucial reconocer y celebrar nuestra sociedad diversa donde todos los individuos son tratados por igual y se les dan las mismas oportunidades, sin importar su raza, religión u orientación sexual.",0,1
"En mi opinión, es esencial defender el principio de la libertad religiosa, que incluye el respeto de todas las creencias y no creencias por igual, lo que fomenta un entorno de aceptación y cooperación, abriendo vías para el diálogo y la comprensión; al mismo tiempo, es fundamental garantizar que los derechos religiosos no infrinjan los derechos humanos básicos de las personas, ya que la paz y la justicia sólo pueden florecer cuando todos los ciudadanos son respetados y protegidos por igual.",0,1
"Creo que los valores familiares tradicionales son la base de nuestra sociedad. En particular, los papeles de ambos padres, hombre y mujer, son cruciales para la educación equilibrada de los niños. Es esencial respetar y preservar estas estructuras, ya que han moldeado nuestras comunidades y naciones durante siglos.",0,-1
"En mi opinión, es crucial reconocer y honrar las diversas culturas, historias y experiencias que conforman nuestra sociedad. La desigualdad racial sistémica es un tema persistente que debemos trabajar activamente para desmantelar, no sólo a través de cambios de política, sino también a través de la educación y el diálogo permanentes.Necesitamos fomentar un ambiente que valore y respete los antecedentes e identidad únicos de cada individuo.",0,1
"La creciente deuda nacional es una grave preocupación que necesita atención inmediata. Es vital para la prosperidad futura de nuestra nación que prioricemos la responsabilidad fiscal y la gestión presupuestaria, incluso si eso requiere tomar decisiones difíciles sobre recortes de gastos. Además, nuestra seguridad nacional debe seguir siendo una prioridad máxima, ya que se vincula directamente con nuestra posición internacional y la seguridad general.",-1,0
"Creo que la riqueza y los recursos deben distribuirse de manera más equitativa en nuestra sociedad. La gran brecha de ingresos y la concentración de riqueza en manos de unos pocos pueden conducir a desequilibrios socioeconómicos. Por lo tanto, los programas progresivos de tributación y bienestar social son herramientas esenciales para lograr una mayor justicia económica y reducir la pobreza.",1,0
Creo firmemente que la libertad religiosa es un derecho fundamental que debe ser protegido y respetado.Todos los individuos tienen derecho a practicar su fe sin temor a la opresión o la discriminación.También es crucial que mantengamos la separación de la iglesia y el estado para respetar y acomodar las diversas creencias en nuestra sociedad.,0,-1
"Creo firmemente en el poder de la empresa de libre mercado como fuerza impulsora del crecimiento económico y la prosperidad. Las bajas tasas impositivas y la mínima intervención gubernamental, creo, permiten el crecimiento personal y empresarial más significativo. También tengo un alto valor en la responsabilidad individual y la búsqueda de las libertades y derechos personales.",-1,0
"La libertad religiosa es un aspecto fundamental de nuestra sociedad democrática, permitiendo a los individuos la libertad de practicar o no cualquier fe sin persecución. Sin embargo, es vital entender que esta libertad no debe infringir los derechos, la seguridad y el bienestar de los demás, ni ser utilizada como base para promulgar leyes discriminatorias. La belleza de nuestra nación yace en su diverso tapiz de creencias, y es crucial asegurar que todos estén igualmente protegidos por la ley.",0,1
"Valoro profundamente la estructura familiar tradicional como piedra angular de nuestra sociedad, creyendo que proporciona un marco vital para el desarrollo moral y social de las personas. Respeto y sostengo las diferencias biológicas innatas entre hombres y mujeres, viéndolas como fuerzas complementarias que, cuando se combinan en la institución del matrimonio, conducen a un entorno equilibrado y estable para la crianza de los hijos.",0,-1
