Text,Code,libertad_personal_score,libertad_economica_score,text_processed
El diseño de los tributos locales buscará incentivar el crecimiento económico y el desarrollo local y,301,0,0,diseñar tributo local buscar incentivar crecimiento económico desarrollo local
responderá a los beneficios que reciben los ciudadanos de los servicios municipales.,301,0,0,responder beneficio recibir ciudadano servicio municipal
Promoveremos la celebración de dos debates de política local cada legislatura en el Senado.,301,0,0,promover celebración dos debate político local cada legislatura senado
Institucionalizaremos la Federación Española de Municipios y Provincias como órgano encargado de la representación y defensa de los intereses de los Entes Locales.,301,0,0,institucionalizarer federación español municipio provincia órgano encargado representación defensar interés ente local
Revitalizaremos el proceso de descentralización de competencias a los Ayuntamientos y Diputaciones Provinciales.,301,0,0,revitalizarer proceso descentralización competencia ayuntamiento diputación provincial
"Promoveremos en los Ayuntamientos la evaluación de los servicios públicos y controles de calidad y auditoría, estableciendo los indicadores e instrumentos adecuados.",301,0,0,promoverer ayuntamiento evaluación servicio público control calidad auditoer establecer indicador instrumento adecuado
Promoveremos una reforma de la Ley del Régimen Electoral para garantizar que el Ayuntamiento sea gobernado por la candidatura más votada.,301,0,0,promover reforma ley régimen electoral garantizar ayuntamiento gobernado candidatura votado
Mejorar la calidad de nuestra democracia,,0,0,mejorar calidad democracia
Queremos devolver a los ciudadanos la confianza plena en nuestra democracia.,202,0,0,querer devolver ciudadano confianza pleno democracia
El debate político constructivo da sentido a todas las instituciones que representan a los ciudadanos.,202,0,0,debate político constructivo dar todo institución representar ciudadano
"Una justicia única,",201,0,0,justicia único
"independiente,",201,0,0,independiente
eficaz y,201,0,0,eficaz
responsable,201,0,0,responsable
es la mejor garantía de nuestros derechos y libertades.,201,0,0,mejor garantía derechos libertades
"La calidad, transparencia y cercanía de la Administración a los ciudadanos son la mejor expresión de su vocación de servicio.",303,0,0,calidad transparencia cercanía administración ciudadano mejor expresión vocación servicio
Los ciudadanos tienen derecho a poder confiar en los representantes que han elegido.,202,0,0,ciudadano derecho poder confiar representante elegido
Un Parlamento en sintonía con las demandas ciudadanas,,0,0,parlamento sintonir demanda ciudadano
Principios,,0,0,principio
Las Cortes Generales deben ser el centro de la actividad política de la Nación.,202,0,0,corte general deber ser centro actividad político nación
El control democrático al gobierno y el debate de los asuntos públicos que interesan a los españoles deben tener como escenario principal el Congreso y el Senado.,202,0,0,control democrático gobierno debate asunto público interesar español deber tener escenario principal congreso senado
La presencia parlamentaria del Presidente y su gobierno es la forma democrática de presentar a los ciudadanos los objetivos y resultados de la acción de gobierno.,202,0,0,presencia parlamentario presidente gobierno formar democrático presentar ciudadano objetivo resultado acción gobierno
Desafíos,,0,0,desafío
En esta última legislatura hemos asistido a una marginación del Parlamento en cuestiones clave de la vida nacional y,202,0,0,último legislatura asistido marginación parlamento cuestión clave vida nacional
a una limitación en la práctica de sus competencias.,202,0,0,limitación práctico competencia
Objetivos,,0,0,objetivo
Nos comprometemos a hacer del Parlamento el centro de la vida política y potenciar su misión de control al gobierno.,202,0,0,comprometer hacer parlamento centro vida político potenciar misión control gobierno
Las políticas relevantes que afecten a los españoles serán debatidas en las Cortes Generales.,202,0,0,política relevante afectar español debatida corte general
Propuestas,,0,0,propuesta
"Crearemos una Comisión de Expertos para el análisis y evaluación de nuestro sistema electoral, que elaborará las propuestas de reforma oportunas a partir de nuestra experiencia a lo largo de los últimos treinta años.",202,0,0,crearer comisión experto análisis evaluación sistema electoral elaborar propuesta reforma oportuno partir experiencia largo último treinta año
"Aprobaremos los nuevos Reglamentos del Congreso y del Senado, para hacer un Parlamento ágil, que conecte con las preocupaciones sociales.",202,0,0,aprobarer nuevo reglamento congreso senado hacer parlamento ágil conectir preocupación social
"Modificaremos los instrumentos actuales de control al gobierno, para potenciarlo en todas sus manifestaciones:",202,0,0,modificar instrumento actual control gobierno potenciar él todo manifestación
El Presidente del Gobierno se someterá mensualmente a una interpelación parlamentaria a instancias del principal grupo de la oposición.,202,0,0,presidente gobierno someter mensualmente interpelación parlamentario instancias principal grupo oposición
Adquiriremos el compromiso político de celebrar comparecencias urgentes sobre temas de máxima actualidad.,202,0,0,adquirirer compromiso político celebrar comparecencia urgente tema máximo actualidad
"Reduciremos el plazo para presentar preguntas en Pleno, permitiendo que sean debates de la mayor actualidad.",202,0,0,reducirar plazo presentar pregunta pleno permitir debate mayor actualidad
Garantizaremos en el Reglamento un tiempo mínimo semanal a la oposición para presentar preguntas al gobierno y a su Presidente.,202,0,0,garantizaremos reglamento tiempo mínimo semanal oposición presentar pregunta gobierno presidente
Evitaremos con carácter general la práctica de la sustitución de Ministros en la contestación de preguntas.,202,0,0,evitar carácter general práctico sustitución ministro contestación pregunta
Garantizaremos la celebración de sesiones mensuales de preguntas en cada Comisión.,202,0,0,garantizar celebración sesión mensual pregunta cada comisión
Potenciaremos el acceso de los parlamentarios a la información de que dispone el gobierno.,202,0,0,potenciarar acceso parlamentario información disponer gobierno
"Cambiaremos el calendario semanal de sesiones para racionalizar e intensificar el trabajo parlamentario y para que, tras cada interpelación, se debata y vote inmediatamente la correspondiente moción.",202,0,0,cambiar calendario semanal sesión racionalizar intensificar trabajo parlamentario tras cada interpelación debato votar inmediatamente correspondiente moción
"Modificaremos íntegramente el procedimiento de elaboración de las leyes, simplificando los trámites y haciéndolo más transparente y participativo para los ciudadanos y las organizaciones representativas de sus intereses.",202,0,0,modificar íntegramente procedimiento elaboración ley simplificar trámite hacer él transparente participativo ciudadano organización representativo interés
"Impulsaremos las audiencias públicas,",202,0,0,impulsarer audiencia público
"potenciaremos el debate técnico en Comisión, para mejorar la calidad de las leyes y ampliaremos el debate político en el Pleno sobre cada texto legal.",202,0,0,potenciarer debate técnico comisión mejorar calidad ley ampliarer debate político pleno cada texto legal
Los ciudadanos podrán realizar el seguimiento de cualquier proyecto de ley y,202,0,0,ciudadano poder realizar seguimiento cualquiera proyecto ley
"hacer llegar a las Cámaras, con garantía de privacidad, sus opiniones y sugerencias, a través de páginas web en las que se actualizarán con inmediatez los datos sobre la fase de tramitación, los documentos relativos a cada proyecto y los debates registrados sobre los mismos.",202,0,0,hacer llegar cámara garantir privacidad opinión sugerencia través página web actualizar inmediatez dato fase tramitación documento relativo cada proyecto debate registrado mismo
"Estableceremos un control periódico sobre el cumplimiento por el gobierno de las delegaciones y mandatos de desarrollo legislativo, elaborándose un informe semestral.",202,0,0,establecerer control periódico cumplimiento gobierno delegación mandato desarrollo legislativo elaborar él informe semestral
Los Ministros comparecerán obligatoriamente en Comisión en las comparecencias informativas sobre los Presupuestos Generales del Estado.,202,0,0,ministro comparecer obligatoriamente comisión comparecencia informativo presupuesto general
