text,libertad_economica_score,libertad_personal_score,text_processed
"Creo firmemente en la importancia y el valor de las estructuras familiares tradicionales en la formación de una sociedad sana. En cuanto a los roles del género, creo que es crucial respetar y defender las diferencias inherentes que hacen únicos a hombres y mujeres, en lugar de intentar borrar estas distinciones. Sin embargo, esto no debe limitar la libertad individual y la elección dentro de estas estructuras.",0,-1,creer firmemente importancia valor estructura familiar tradicional formación sociedad sano cuanto rol género creer crucial respetar defender diferencia inherente hacer único hombre mujer lugar intentar borrar distinción embargo no deber limitar libertad individual elección dentro estructura
"Creo que es crucial lograr un equilibrio entre nuestro crecimiento económico y la conservación del medio ambiente.Si bien es importante aprovechar nuestros recursos naturales para la creación de empleo y las necesidades energéticas, también debemos asegurarnos de que esto se haga de manera responsable para salvaguardar nuestro medio ambiente para las generaciones futuras. Guiados por pruebas científicas, debemos abogar por soluciones prácticas basadas en el mercado para abordar los desafíos ambientales.",0,0,creer crucial lograr equilibrio crecimiento económico conservación medio ambientesi bien importante aprovechar recurso natural creación empleo necesidad energético deber asegurar yo hacer manera responsable salvaguardar medio ambiente generación futuro guiado prueba científico deber abogar solución práctico basado mercado abordar desafío ambiental
"Creo en la creación de una economía al servicio del bienestar de todos los ciudadanos, no sólo de los pocos de élite. Esto se puede facilitar mediante inversiones públicas sólidas en educación, salud e infraestructura. Además, las políticas que promueven salarios justos y un sistema tributario progresivo son primordiales para mantener una sociedad más equitativa.",1,0,creer creación economía servicio bienestar ciudadano no sólo poco élite poder facilitar mediante inversión público sólido educación salud infraestructuro además política promover salario justo sistema tributario progresivo primordial mantener sociedad equitativo
"Creo firmemente que la atención de la salud debe ser un derecho fundamental, no un privilegio. La falta de atención médica asequible en muchas partes de nuestro país es un tema importante que necesita ser abordado. Es imperativo que rediseñemos nuestro sistema de atención de la salud de una manera que garantice que todos, independientemente de su condición socioeconómica, tengan acceso a una atención de calidad.",0,1,creer firmemente atención salud deber ser derecho fundamental no privilegiar faltar atención médico asequible mucho parte país tema importante necesitar ser abordar imperativo rediseñer sistema atención salud manera garantizar independientemente condición socioeconómico acceso atención calidad
"Creo firmemente en la preservación de los valores familiares tradicionales, ya que son la columna vertebral de nuestra sociedad; en la cuestión de la educación, los niños deben recibir una educación integral basada en hechos sin la imposición de las tendencias culturales actuales; también es esencial dar prioridad a la responsabilidad fiscal, asegurando que nuestros hijos y nietos no estén cargados de una deuda excesiva.",0,-1,creer firmemente preservación valor familiar tradicional columna vertebral sociedad cuestión educación niño deber recibir educación integral basado hecho imposición tendencia cultural actual esencial dar prioridad responsabilidad fiscal asegurar hijo nieto no cargado deuda excesivo
"Creo firmemente en la santidad y la estructura tradicional de la unidad familiar como piedra angular de nuestra sociedad, que proporciona un entorno estable para la crianza de los niños y fomenta valores que contribuyen a una nación próspera. En cuanto al género, abogo por la preservación y el respeto de las distinciones biológicas, ya que tienen un significado evolutivo y social.",0,-1,creer firmemente santidad estructura tradicional unidad familiar piedra angular sociedad proporcionar entorno estable crianzar niños fomentar valor contribuir nación próspera cuanto género abogo preservación respetar distinción biológico significado evolutivo social
"La importancia de la libertad individual y la interferencia limitada del gobierno son valores fundamentales que deben aplicarse a nuestro sistema educativo. En lugar de mandatos centralizados y pruebas estandarizadas, los padres deben tener la capacidad de elegir el tipo de educación que mejor se adapte a las necesidades de sus hijos.",0,-1,importancia libertad individual interferencia limitado gobierno valor fundamental deber aplicar él sistema educativo lugar mandato centralizado prueba estandarizado padr deber tener capacidad elegir tipo educación mejor adapte necesidadser hijo
"El cambio climático es una cuestión urgente que necesita atención inmediata, no sólo a nivel nacional, sino mundial. El gobierno debería invertir más en recursos de energía renovable, promover la tecnología verde y aplicar regulaciones más estrictas a las industrias que son los principales contribuyentes a los gases de efecto invernadero. Es hora de priorizar el medio ambiente, asegurando un planeta saludable para las generaciones futuras.",1,0,cambio climático cuestión urgente necesitar atención inmediato no sólo nivel nacional sino mundial gobierno deber invertir recurso energío renovable promover tecnología verde aplicar regulación estricto industria principal contribuyente gás efecto invernadero hora priorizar medio ambiente asegurar planeta saludable generación futuro
"Creo que el capitalismo de libre mercado fomenta el crecimiento económico, la innovación y la prosperidad de manera más efectiva que cualquier otro sistema económico.Es esencial valorar y proteger los derechos y libertades individuales, incluido el derecho a la propiedad y a realizar negocios.También es importante mantener regulaciones razonables para prevenir abusos, pero la regulación excesiva puede obstaculizar el éxito económico y la libertad individual.",-1,0,creer capitalismo libre mercado fomentar crecimiento económico innovación prosperidad manera efectivo cualquiera sistema económicoes esencial valorar proteger derecho libertades individual incluir derecho propiedad realizar negociostambién importante mantener regulación razonable prevenir abuso regulación excesivo poder obstaculizar éxito económico libertad individual
"Creo firmemente que las familias vienen en todas las formas y tamaños, y cada configuración merece igual respeto y derechos. Es crucial que nos alejemos de las definiciones tradicionales y estrechas de lo que constituye una familia y abrazar la diversidad. En cuestiones de género, creo que ya es hora de reconocer y respetar el hecho de que el género es un espectro, no un binario, y cada individuo debe ser libre de identificar dónde se sienten más cómodos.",0,1,creer firmemente familia venir todo forma tamaño cada configuración merecer igual respeto derecho crucial alejer definición tradicional estrecho constituir familia abrazar diversidad cuestión género creer hora reconocer respetar hecho género espectro no binario cada individuo deber ser libre identificar dónde sentir cómodo
